org:resource,Activity,time:timestamp,org:role,case:Project,case:Task,CaseID,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.170569651124463,EMPLOYEE,project 147582,UNKNOWN,request for payment 151966,organizational unit 65458,0,6.737764009253422,UNKNOWN,request for payment number 151967
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.170570977601262,SUPERVISOR,project 147582,UNKNOWN,request for payment 151966,organizational unit 65458,0,6.737764009253422,UNKNOWN,request for payment number 151967
SYSTEM,Request Payment,17.17212983725688,UNDEFINED,project 147582,UNKNOWN,request for payment 151966,organizational unit 65458,0,6.737764009253422,UNKNOWN,request for payment number 151967
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147582,UNKNOWN,request for payment 151966,organizational unit 65458,0,6.737764009253422,UNKNOWN,request for payment number 151967
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.172213620089455,EMPLOYEE,project 147582,UNKNOWN,request for payment 150523,organizational unit 65458,0,7.794731602996518,UNKNOWN,request for payment number 150524
STAFF MEMBER,Request For Payment APPROVED by SUPERVISOR,17.17221424738868,SUPERVISOR,project 147582,UNKNOWN,request for payment 150523,organizational unit 65458,0,7.794731602996518,UNKNOWN,request for payment number 150524
STAFF MEMBER,Request For Payment FINAL_APPROVED by DIRECTOR,17.175469782133487,DIRECTOR,project 147582,UNKNOWN,request for payment 150523,organizational unit 65458,0,7.794731602996518,UNKNOWN,request for payment number 150524
SYSTEM,Request Payment,17.175758159164122,UNDEFINED,project 147582,UNKNOWN,request for payment 150523,organizational unit 65458,0,7.794731602996518,UNKNOWN,request for payment number 150524
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147582,UNKNOWN,request for payment 150523,organizational unit 65458,0,7.794731602996518,UNKNOWN,request for payment number 150524
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.172225225061435,EMPLOYEE,project 147546,UNKNOWN,request for payment 150072,organizational unit 65458,0,3.614209344533365,UNKNOWN,request for payment number 150073
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.17222532961012,SUPERVISOR,project 147546,UNKNOWN,request for payment 150072,organizational unit 65458,0,3.614209344533365,UNKNOWN,request for payment number 150073
SYSTEM,Request Payment,17.175544358994504,UNDEFINED,project 147546,UNKNOWN,request for payment 150072,organizational unit 65458,0,3.614209344533365,UNKNOWN,request for payment number 150073
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147546,UNKNOWN,request for payment 150072,organizational unit 65458,0,3.614209344533365,UNKNOWN,request for payment number 150073
STAFF MEMBER,Request For Payment SAVED by EMPLOYEE,17.172387645685944,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 152268,organizational unit 65458,0,4.839952662151643,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.172710317857444,EMPLOYEE,project 147546,UNKNOWN,request for payment 150422,organizational unit 65463,0,6.624259329868574,UNKNOWN,request for payment number 150423
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.172718956320388,SUPERVISOR,project 147546,UNKNOWN,request for payment 150422,organizational unit 65463,0,6.624259329868574,UNKNOWN,request for payment number 150423
SYSTEM,Request Payment,17.187292002179223,UNDEFINED,project 147546,UNKNOWN,request for payment 150422,organizational unit 65463,0,6.624259329868574,UNKNOWN,request for payment number 150423
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 147546,UNKNOWN,request for payment 150422,organizational unit 65463,0,6.624259329868574,UNKNOWN,request for payment number 150423
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.172871475599404,EMPLOYEE,project 147649,UNKNOWN,request for payment 150426,organizational unit 65458,0,4.708590185110991,UNKNOWN,request for payment number 150427
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.172872276621217,SUPERVISOR,project 147649,UNKNOWN,request for payment 150426,organizational unit 65458,0,4.708590185110991,UNKNOWN,request for payment number 150427
SYSTEM,Request Payment,17.17544084606429,UNDEFINED,project 147649,UNKNOWN,request for payment 150426,organizational unit 65458,0,4.708590185110991,UNKNOWN,request for payment number 150427
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147649,UNKNOWN,request for payment 150426,organizational unit 65458,0,4.708590185110991,UNKNOWN,request for payment number 150427
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.172947291211482,EMPLOYEE,project 503,UNKNOWN,request for payment 150619,organizational unit 65463,0,6.174479645822938,UNKNOWN,request for payment number 150620
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.17294781357748,PRE_APPROVER,project 503,UNKNOWN,request for payment 150619,organizational unit 65463,0,6.174479645822938,UNKNOWN,request for payment number 150620
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.18694398867666,SUPERVISOR,project 503,UNKNOWN,request for payment 150619,organizational unit 65463,0,6.174479645822938,UNKNOWN,request for payment number 150620
SYSTEM,Request Payment,17.196186644150124,UNDEFINED,project 503,UNKNOWN,request for payment 150619,organizational unit 65463,0,6.174479645822938,UNKNOWN,request for payment number 150620
SYSTEM,Payment Handled,17.205473198938652,UNDEFINED,project 503,UNKNOWN,request for payment 150619,organizational unit 65463,0,6.174479645822938,UNKNOWN,request for payment number 150620
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.17315433571154,EMPLOYEE,project 148216,UNKNOWN,request for payment 152667,organizational unit 65463,0,4.83599965904497,UNKNOWN,request for payment number 152668
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.173154683883475,SUPERVISOR,project 148216,UNKNOWN,request for payment 152667,organizational unit 65463,0,4.83599965904497,UNKNOWN,request for payment number 152668
SYSTEM,Request Payment,17.196190318783273,UNDEFINED,project 148216,UNKNOWN,request for payment 152667,organizational unit 65463,0,4.83599965904497,UNKNOWN,request for payment number 152668
SYSTEM,Payment Handled,17.205473198938652,UNDEFINED,project 148216,UNKNOWN,request for payment 152667,organizational unit 65463,0,4.83599965904497,UNKNOWN,request for payment number 152668
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.17483146572705,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,17.174843526977135,PRE_APPROVER,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.17537720460856,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.184115151835208,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.184115737275228,PRE_APPROVER,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.184277581077303,SUPERVISOR,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment REJECTED by MISSING,17.189752312515843,MISSING,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.189912424986638,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,17.189913794529357,PRE_APPROVER,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.193041280565705,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.193171040608444,EMPLOYEE,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.193172098551166,PRE_APPROVER,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.193713311311154,SUPERVISOR,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
SYSTEM,Request Payment,17.20814612500494,UNDEFINED,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
SYSTEM,Payment Handled,17.21417349730573,UNDEFINED,project 151278,task 6280,request for payment 151276,organizational unit 65457,0,5.29658524224413,activity 505,request for payment number 151277
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.174868448465325,EMPLOYEE,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.174869804009635,PRE_APPROVER,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment REJECTED by SUPERVISOR,17.175320368531224,SUPERVISOR,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.175338017243337,EMPLOYEE,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.175377413047883,EMPLOYEE,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.17537751726753,PRE_APPROVER,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175405934085983,SUPERVISOR,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
SYSTEM,Request Payment,17.187301820061624,UNDEFINED,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 503,task 150432,request for payment 150430,organizational unit 65463,0,5.022641272138427,activity 505,request for payment number 150431
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.174992664305208,EMPLOYEE,project 147556,UNKNOWN,request for payment 152224,organizational unit 65463,0,4.394634330720752,UNKNOWN,request for payment number 152225
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175001422086556,SUPERVISOR,project 147556,UNKNOWN,request for payment 152224,organizational unit 65463,0,4.394634330720752,UNKNOWN,request for payment number 152225
SYSTEM,Request Payment,17.18422338353814,UNDEFINED,project 147556,UNKNOWN,request for payment 152224,organizational unit 65463,0,4.394634330720752,UNKNOWN,request for payment number 152225
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 147556,UNKNOWN,request for payment 152224,organizational unit 65463,0,4.394634330720752,UNKNOWN,request for payment number 152225
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.175394365967612,EMPLOYEE,project 147620,UNKNOWN,request for payment 150528,organizational unit 65458,0,3.6015477934468185,UNKNOWN,request for payment number 150529
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175394713360504,SUPERVISOR,project 147620,UNKNOWN,request for payment 150528,organizational unit 65458,0,3.6015477934468185,UNKNOWN,request for payment number 150529
SYSTEM,Request Payment,17.1756631772397,UNDEFINED,project 147620,UNKNOWN,request for payment 150528,organizational unit 65458,0,3.6015477934468185,UNKNOWN,request for payment number 150529
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 147620,UNKNOWN,request for payment 150528,organizational unit 65458,0,3.6015477934468185,UNKNOWN,request for payment number 150529
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.175467281089734,EMPLOYEE,project 503,UNKNOWN,request for payment 151033,organizational unit 65463,0,4.894326223769179,UNKNOWN,request for payment number 151034
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.17548228725842,PRE_APPROVER,project 503,UNKNOWN,request for payment 151033,organizational unit 65463,0,4.894326223769179,UNKNOWN,request for payment number 151034
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175650848028578,SUPERVISOR,project 503,UNKNOWN,request for payment 151033,organizational unit 65463,0,4.894326223769179,UNKNOWN,request for payment number 151034
SYSTEM,Request Payment,17.18422785993919,UNDEFINED,project 503,UNKNOWN,request for payment 151033,organizational unit 65463,0,4.894326223769179,UNKNOWN,request for payment number 151034
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 503,UNKNOWN,request for payment 151033,organizational unit 65463,0,4.894326223769179,UNKNOWN,request for payment number 151034
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.175477042072277,EMPLOYEE,project 147620,UNKNOWN,request for payment 151292,organizational unit 65463,0,3.9880858277485247,UNKNOWN,request for payment number 151293
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.17548228725842,PRE_APPROVER,project 147620,UNKNOWN,request for payment 151292,organizational unit 65463,0,3.9880858277485247,UNKNOWN,request for payment number 151293
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175652654007035,SUPERVISOR,project 147620,UNKNOWN,request for payment 151292,organizational unit 65463,0,3.9880858277485247,UNKNOWN,request for payment number 151293
